bodega,vino,anio,calificacion,num_resenas,region,precio,tipo,cuerpo,acidez,id_vino
Marques de Vargas,Seleccion Privada,2011,4.4,65,Rioja,68.0,Rioja Tinto,4.0,3.0,953
Protos,Seleccion Finca el Grajo Viejo,2017,4.4,65,Ribera del Duero,59.9,Ribera del Duero Tinto,5.0,3.0,954
Bodegas Frontaura,Aponte Winemaker's Private Collection Tempranillo,2008,4.4,66,Toro,112.0,Tempranillo,4.0,2.0,955
Roig Parals,Cami de Cormes,2018,4.4,65,Emporda,14.18,Tinto,4.0,3.0,956
Oxer Wines,Kalamity Rioja,2017,4.4,65,Rioja,106.0,Rioja Tinto,4.0,3.0,957
Perinet,1194,2016,4.4,64,Priorato,105.8121097,Tinto,4.0,3.0,958
Cepa 21,Malabrigo Ribera del Duero,2018,4.4,65,Ribera del Duero,31.5,Ribera del Duero Tinto,5.0,3.0,959
Romate,Old & Plus Pedro Ximenez,N.V.,4.4,64,Jerez Pedro Ximenes (PX),42.12,Jerez,4.0,3.0,960
Avgvstvs,Reserva Trajanvs,2016,4.4,64,Penedes,21.5,Tinto,4.0,3.0,961
Alvaro Palacios,Finca Dofi,1999,4.4,64,Priorato,75.0,Priorat Tinto,4.0,3.0,962
Jorge Ordonez,No. 2 Victoria,2018,4.4,64,Malaga,15.9,D.O. Málaga.,3.0,4.0,963
Remelluri,Granja Gran Reserva Rioja,2013,4.4,63,Rioja,53.9,Rioja Tinto,4.0,3.0,964
Castillo Perelada,Emporda Gran Claustro,2015,4.4,63,Emporda,30.86,Tinto,4.0,3.0,965
Anima Negra,Son Negre,2010,4.4,63,Mallorca,235.95,Tinto,4.0,3.0,966
Vinicola Real,200 Monges Rioja Reserva,2012,4.4,62,Rioja,38.5,Rioja Tinto,4.0,3.0,967
Ramon Bilbao,Lalomba Finca Valhonta,2017,4.4,61,Rioja,56.75,Rioja Tinto,4.0,3.0,968
Clos Mogador,Manyetes,2017,4.4,61,Priorato,59.9,Priorat Tinto,4.0,3.0,969
Vina Pedrosa,Gran Reserva,2014,4.4,60,Ribera del Duero,122.667917,Ribera del Duero Tinto,5.0,3.0,970
Recaredo,Serral del Vell Brut Nature,2016,4.4,60,Cava,34.56,Cava,2.0,3.0,971
Abadia Retuerta,Pago Valdebellon,2016,4.4,60,Sardon de Duero,65.9,Cabernet Sauvignon,4.0,3.0,972
Gramona,Cava Celler Batlle,2011,4.4,59,Cava,59.75,Cava,2.0,3.0,973
Vina Sastre,Pesus Ribera del Duero,2003,4.4,59,Ribera del Duero,509.25,Ribera del Duero Tinto,5.0,3.0,974
Terroir Al Limit Soc. Lda,Les Tosses,2013,4.4,59,Priorato,158.88,Priorat Tinto,4.0,3.0,975
Leda,Guarda de Leda Seleccion Tempranillo,2015,4.4,59,Castilla y Leon,37.66,Tempranillo,4.0,2.0,976
Enric Soler,Nun Vinya dels Taus,2018,4.4,59,Penedes,62.7,D.O. Penedès,3.0,3.0,977
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2016,4.4,58,Priorato,60.73,Priorat Tinto,4.0,3.0,978
Es Fangar,Lo Cortinelo.Lo Blanc,2017,4.4,58,Pla i Llevant,27.25,DO Pla i Llevant,3.0,3.0,979
Cal Batllet - Celler Ripoll Sans,5 Partides Gratallops Vi de La Vila,2014,4.4,58,Priorato,49.6,Priorat Tinto,4.0,3.0,980
Llopart,Cava Ex-Vite Gran Reserva Brut,2010,4.4,57,Cava,43.5,Cava,2.0,3.0,981
Vega Sicilia,Valbuena 5o,1982,4.4,56,Ribera del Duero,225.0,Ribera del Duero Tinto,5.0,3.0,982
Portia,Summa Edicion Limitada,2015,4.4,56,Ribera del Duero,89.97,Ribera del Duero Tinto,5.0,3.0,983
Bodegas Mas Alta,Cirerets,2019,4.4,56,Priorato,37.9,Priorat Tinto,4.0,3.0,984
Los Aguilares,Pago El Espino,2019,4.4,56,Sierras de Malaga,18.9,Tinto,4.0,3.0,985
La Vicalanda,Gran Reserva,2015,4.4,55,Rioja,53.8,Rioja Tinto,4.0,3.0,986
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2015,4.4,55,Ribera del Duero,55.25,Ribera del Duero Tinto,5.0,3.0,987
Ostatu,Gloria Rioja,2011,4.4,55,Rioja Alavesa,44.9,Rioja Tinto,4.0,3.0,988
Finca Valpiedra,Petra de Valpiedra Garnacha,2017,4.4,55,Rioja,32.9,Garnacha,5.0,3.0,989
Vina Pomal,Alto de la Caseta,2015,4.4,54,Rioja,82.5,Rioja Tinto,4.0,3.0,990
Recaredo,Serral del Vell Brut Nature,2015,4.4,54,Cava,33.78,Cava,2.0,3.0,991
Tridente,Rejon Tempranillo,2017,4.4,54,Castilla y Leon,34.9,Tempranillo,4.0,2.0,992
Vall Llach,Mas de la Rosa,2016,4.4,53,Priorato,367.39,Priorat Tinto,4.0,3.0,993
Baigorri,Rioja B70,2014,4.4,52,Rioja,104.5,Rioja Tinto,4.0,3.0,994
Matarromera,Gran Reserva,2014,4.4,52,Ribera del Duero,74.55,Ribera del Duero Tinto,5.0,3.0,995
Vivaltus,Tinto,2016,4.4,52,Ribera del Duero,119.0,Ribera del Duero Tinto,5.0,3.0,996
Comenge,Don Miguel,2016,4.4,51,Ribera del Duero,31.9239296995019,Ribera del Duero Tinto,5.0,3.0,997
Collbaix Celler El Moli,Singular Negre,2015,4.4,51,Pla de Bages,27.35,Cabernet Sauvignon,4.0,3.0,998
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2017,4.4,51,Priorato,33.0,Priorat Tinto,4.0,3.0,999
Martinez Lacuesta,Rioja Reserva Especial,1922,4.4,51,Rioja Alta,280.0,Rioja Tinto,4.0,3.0,1000
Pujanza,Rioja Cisma,2014,4.4,50,Rioja,140.0,Rioja Tinto,4.0,3.0,1001
Jesus Madrazo,Seleccion Rioja,2018,4.4,50,Rioja,32.0,Rioja Tinto,4.0,3.0,1002
Allende,Martires Rioja,2015,4.4,50,Rioja,91.5,Rioja Blanco,3.0,3.0,1003
Llopart,Cava Original Brut (Espumos),2010,4.4,49,Cava,52.95,Cava,2.0,3.0,1004
Albet i Noya,Marti Reserva Penedes,2015,4.4,49,Penedes,35.15,Tinto,4.0,3.0,1005
La Rioja Alta,Vina Ardanza Reserva Seleccion Especial,2015,4.4,49,Rioja,23.0,Rioja Tinto,4.0,3.0,1006
Juan Pinero,Oloroso 30 Years Old V.O.R.S,N.V.,4.4,48,Jerez Oloroso,37.9,Jerez,4.0,3.0,1007
Olivier Riviere,Pozo Alto,2016,4.4,48,Rioja,119.95,Rioja Tinto,4.0,3.0,1008
Bodegas Amaren,El Cristo de Samaniego,2017,4.4,47,Rioja Alavesa,42.9,Rioja Tinto,4.0,3.0,1009
Bodegas Tierra,El Belisario,2016,4.4,47,Rioja,39.9,Tempranillo,4.0,2.0,1010
Torre de Ona,Baron de Ona Rioja Reserva,1995,4.4,46,Rioja,50.0,Rioja Tinto,4.0,3.0,1011
Clos Erasmus,Priorat,2017,4.4,45,Priorato,209.31,Priorat Tinto,4.0,3.0,1012
Toro Albala,Don PX Seleccion,1968,4.4,45,Montilla-Moriles,165.0,Pedro Ximenez,5.0,1.0,1013
Monte Real,Gran Reserva,1978,4.4,45,Rioja,97.0,Rioja Tinto,4.0,3.0,1014
Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2020,4.4,44,Rias Baixas,26.5,Albarino,3.0,3.0,1015
Legaris,La Aguilera,2016,4.4,44,Ribera del Duero,32.5,Ribera del Duero Tinto,5.0,3.0,1016
Bodega Contador (Benjamin Romeo),Pirata,2014,4.4,44,Rioja,194.0,Rioja Blanco,3.0,3.0,1017
Vinas del Vero,Blecua Somontano,2014,4.4,43,Somontano,74.95,Tinto,4.0,3.0,1018
Territorio Luthier,Hispania,2018,4.4,43,Ribera del Duero,28.9,Ribera del Duero Tinto,5.0,3.0,1019
Martin Codax,Arousa,2019,4.4,44,Rias Baixas,18.99,Albarino,3.0,3.0,1020
Vinedos Hermanos Hernaiz,Las Cenizas Tempranillo,2018,4.4,43,Rioja Alta,19.95,Rioja Tinto,4.0,3.0,1021
Cims de Porrera,Solanes Priorat,2003,4.4,43,Priorato,38.66,Priorat Tinto,4.0,3.0,1022
Artadi,Grandes Anadas Rioja,1994,4.4,43,Rioja,180.0,Rioja Tinto,4.0,3.0,1023
Martinet,Cami Pesseroles,2017,4.4,42,Priorato,75.5,Priorat Tinto,4.0,3.0,1024
Freixenet,Cava Cuvee De Prestige Trepat,2019,4.4,43,Cava,7.89,Cava,2.0,3.0,1025
Azpilicueta,Felix Azpilicueta Coleccion Privada,2019,4.4,41,Rioja,18.0,Rioja Tinto,4.0,3.0,1026
Gramona,Savinat Sauvignon Blanc,2019,4.4,41,Penedes,17.9,Sauvignon Blanc,3.0,3.0,1027
Veronica Salgado,Capricho Crianza,2017,4.4,41,Ribera del Duero,15.4438025,Ribera del Duero Tinto,5.0,3.0,1028
Vinedos Hermanos Hernaiz,Finca La Emperatriz Vinedo Singular Tinto,2017,4.4,41,Rioja Alta,33.55,Rioja Tinto,4.0,3.0,1029
Clos Galena,Galena,2017,4.4,41,Priorato,19.8,Priorat Tinto,4.0,3.0,1030
Imperial,Rioja Reserva,1982,4.4,41,Rioja,145.0,Rioja Tinto,4.0,3.0,1031
Osborne,Solera PAP Palo Cortado Rare Sherry,N.V.,4.4,41,Jerez-Xeres-Sherry,189.99,Jerez,4.0,3.0,1032
Bodegas Imperiales - Abadia de San Quirce,Finca Helena,2015,4.4,40,Ribera del Duero,59.9,Ribera del Duero Tinto,5.0,3.0,1033
Marta Mate,Primordium,2012,4.4,40,Ribera del Duero,29.9,Ribera del Duero Tinto,5.0,3.0,1034
Albet i Noya,Marti Reserva Penedes,2016,4.4,39,Penedes,33.8,Tinto,4.0,3.0,1035
Bodegas Mas Alta,La Solana Alta,2018,4.4,39,Priorato,43.5,D.O. Priorato,4.0,3.0,1036
Venta Las Vacas,La Cuartilleja Reserva,2016,4.4,39,Ribera del Duero,39.9,Ribera del Duero Tinto,5.0,3.0,1037
Emilio Moro,Malleolus de Sanchomartin,2018,4.4,39,Ribera del Duero,119.35,Ribera del Duero Tinto,5.0,3.0,1038
Figuero,Noble,2015,4.4,38,Ribera del Duero,60.0,Ribera del Duero Tinto,5.0,3.0,1039
Baigorri,De Garage Rioja,2005,4.4,37,Rioja,40.0,Rioja Tinto,4.0,3.0,1040
Pago Calzadilla,Gran Calzadilla,2010,4.4,37,Pago Calzadilla,34.75,Tinto,4.0,3.0,1041
Vivanco,4 Varietales Coleccion Rioja,2017,4.4,37,Rioja,24.0,Rioja Tinto,4.0,3.0,1042
Fernandez Gao,Oloroso,N.V.,4.4,38,Jerez-Xeres-Sherry,59.9,Jerez,4.0,3.0,1043
Allende,Aurus,1998,4.4,37,Rioja,245.25,Rioja Tinto,4.0,3.0,1044
Toro Albala,Don PX Pedro Ximenez,1973,4.4,37,Montilla-Moriles,109.76,Pedro Ximenez,5.0,1.0,1045
Museum,Numerus Clausus,2012,4.4,37,Cigales,59.9,Tempranillo,4.0,2.0,1046
Pujanza,Rioja Cisma,2012,4.4,37,Rioja,130.5,Rioja Tinto,4.0,3.0,1047
Vinicola Real,200 Monges Rioja Seleccion Especial Reserva Blanco,2008,4.4,36,Rioja,61.5,Rioja Blanco,3.0,3.0,1048
Toro Albala,Don PX Gran Reserva,1994,4.4,36,Montilla-Moriles,33.23,Pedro Ximenez,5.0,1.0,1049
Castillo Perelada,Emporda Aires de Garbet,2018,4.4,36,Emporda,38.5,Tinto,4.0,3.0,1050
Marques de Riscal,Rioja Gran Reserva,1996,4.4,36,Rioja,38.12,Rioja Tinto,4.0,3.0,1051
Harveys,30 Years V.O.R.S Very Old Palo Cortado Blend Medium Sherry,N.V.,4.4,35,Jerez Palo Cortado,65.0,Jerez,4.0,3.0,1052
Farina,Campus Gothorum,2017,4.4,35,Toro,41.0,Toro Tinto,5.0,3.0,1053
Tinto Pesquera,Gran Reserva,2015,4.4,35,Ribera del Duero,74.5,Ribera del Duero Tinto,5.0,3.0,1054
Enric Soler,Nun Vinya dels Taus,2019,4.4,35,Penedes,45.39,D.O. Penedès,3.0,3.0,1055
Galindo San Millan,La Pizca,2016,4.4,35,Toro,26.0,Tinto,4.0,3.0,1056
Equipo Navazos,La Bota 90 de Manzanilla Pasada,N.V.,4.4,35,Manzanilla,39.75,Jerez,4.0,3.0,1057
Legaris,Moradillo de Roa,2017,4.4,35,Ribera del Duero,29.89,Ribera del Duero Tinto,5.0,3.0,1058
Bodegas Casa Primicia,Cofradia,2014,4.4,34,Rioja,38.0,Rioja Tinto,4.0,3.0,1059
Pujanza,Rioja Cisma,2009,4.4,34,Rioja,132.4,Rioja Tinto,4.0,3.0,1060
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2009,4.4,34,Priorato,69.0,Priorat Tinto,4.0,3.0,1061
Castell Miquel,Stairway To Heaven Rosado,2020,4.4,34,Mallorca,13.99,V.T. Mallorca,3.0,3.0,1062
Barco del Corneta,La Silleria,2017,4.4,34,Castilla y Leon,24.5,V.T. Castilla y León,3.0,4.0,1063
Joan d'Anguera,Planella,2020,4.4,34,Montsant,16.25,Montsant Tinto,4.0,3.0,1064
Martin Codax,Gallaecia Rias Baixes Albarino,2017,4.4,34,Rias Baixas,39.95,Albarino,3.0,3.0,1065
Tinto Pesquera,Gran Reserva,1994,4.4,34,Ribera del Duero,138.0,Ribera del Duero Tinto,5.0,3.0,1066
Xaloc,Monada,2013,4.4,33,Mallorca,35.4,Tinto,4.0,3.0,1067
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2019,4.4,33,Valencia,20.95,Tinto,4.0,3.0,1068
Scala Dei,Heretge Priorat,2018,4.4,33,Priorato,39.99,Priorat Tinto,4.0,3.0,1069
Terra Remota,Usted,2009,4.4,33,Emporda,159.8,Tinto,4.0,3.0,1070
Allende,Martires Rioja,2017,4.4,33,Rioja,139.63,Rioja Blanco,3.0,3.0,1071
Bodegas Frontaura,Verdejo,2017,4.4,32,Toro,19.97,Verdejo,3.0,3.0,1072
Carlos Moro,Vina Garugele,2015,4.4,32,Rioja,75.8,Rioja Tinto,4.0,3.0,1073
Bodegas Luis Perez,Petit Verdot,2013,4.4,32,Andalucia,52.5,Tinto,4.0,3.0,1074
Ladairo,Barrica,2018,4.4,32,Monterrei,20.95,Tinto,4.0,3.0,1075
Conreria d'Scala Dei,Voltons,2017,4.4,32,Priorato,51.95,Priorat Tinto,4.0,3.0,1076
Castell d'Encus,Ekam Essencia,2015,4.4,32,Costers del Segre,43.44,DO Costers del Segre,3.0,3.0,1077
Traslascuestas,Valcavado de Traslascuestas,2014,4.4,31,Ribera del Duero,35.48,Ribera del Duero Tinto,5.0,3.0,1078
Tobia,Oscar Tobia Gran Reserva Rioja,2014,4.4,31,Rioja,28.0,Rioja Tinto,4.0,3.0,1079
Alvaro Palacios,La Baixada,2018,4.4,31,Priorato,239.5,Priorat Tinto,4.0,3.0,1080
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2019,4.4,31,Rioja,60.61,Rioja Tinto,4.0,3.0,1081
Lopez Cristobal,Seleccion,2012,4.4,31,Ribera del Duero,35.35,Ribera del Duero Tinto,5.0,3.0,1082
Codorniu,Cava El Tros Nou Pinot Noir,2009,4.4,30,Cava,89.9,Cava,2.0,3.0,1083
Clos Mogador,Manyetes,2018,4.4,30,Priorato,74.56,Priorat Tinto,4.0,3.0,1084
Sota els Angels,Tinto,2007,4.4,30,Emporda,33.4,Tinto,4.0,3.0,1085
Berceo,Los Dominios de Berceo Prefiloxerico,2015,4.4,29,Rioja,29.25,Rioja Tinto,4.0,3.0,1086
Romate,Old & Plus Amontillado,N.V.,4.4,28,Jerez Amontillado,15.84,Jerez,4.0,3.0,1087
Toro Albala,Don PX Convento Seleccion,1968,4.4,28,Montilla-Moriles,173.0,Pedro Ximenez,5.0,1.0,1088
Mas Blanch I Jove,Sao Expressiu,2012,4.4,28,Costers del Segre,34.5,Tinto,4.0,3.0,1089
Carlos Serres,Onomastica Rioja Reserva,2014,4.4,28,Rioja,21.88,Rioja Tinto,4.0,3.0,1090
La Rioja Alta,Vina Arana Gran Reserva,2015,4.4,28,Rioja,27.9,Rioja Tinto,4.0,3.0,1091
Anayon,Carinena Parcela 15 Vinas Viejas,2017,4.4,28,Carinena,54.9,Tinto,4.0,3.0,1092
David Moreno,Vobiscum,2015,4.4,28,Rioja,31.99,Rioja Tinto,4.0,3.0,1093
Vina Pedrosa,La Navilla,2017,4.4,27,Ribera del Duero,24.9,Ribera del Duero Tinto,5.0,3.0,1094
Edra,Merlot - Syrah,2016,4.4,27,Ribera del Gallego-Cinco Villas,11.5,Tinto,4.0,3.0,1095
Bodega Numanthia,Termanthia,2000,4.4,27,Toro,140.0,Toro Tinto,5.0,3.0,1096
Gutierrez de la Vega,Casta Diva Cosecha Miel Moscatel Dulce,2018,4.4,27,Alicante,15.5,D.O. Alicante,4.0,4.0,1097
Marques de Riscal,Baron de Chirel Rioja Reserva,2017,4.4,27,Rioja,95.0,Rioja Tinto,4.0,3.0,1098
Valdelosfrailes,Pago de Las Costanas,2005,4.4,27,Castilla y Leon,40.2,Tempranillo,4.0,2.0,1099
Remirez de Ganuza,Rioja Blanco,2019,4.4,27,Rioja,26.45,Rioja Blanco,3.0,3.0,1100
Briego,Vendimia Seleccionada,2020,4.4,27,Ribera del Duero,7.9,Ribera del Duero Tinto,5.0,3.0,1101
Guillem Carol - Cellers Carol Valles,Cava Gran Reserva Familiar Millenium Brut,2011,4.4,27,Cava,29.95,Cava,2.0,3.0,1102
Barahonda,Zona Zepa Monastrell,2015,4.4,26,Yecla,59.9,Monastrell,5.0,3.0,1103
Abadia Retuerta,Petit Verdot,2016,4.4,26,Sardon de Duero,115.9,Tinto,4.0,3.0,1104
Tobia,Alma Tobia Blanco,2016,4.4,26,Rioja,33.0,Rioja Blanco,3.0,3.0,1105
Vina Pomal,Reserva,1970,4.4,25,Rioja,72.0,Rioja Tinto,4.0,3.0,1106
Particular,Garnacha Vinas Centenarias,2015,4.4,25,Carinena,13.95,Garnacha,5.0,3.0,1107
Bodegas Frontonio,El Jardin de las Iguales Vinedo Historico Garnacha,2016,4.4,25,Aragon,195.99,Garnacha,5.0,3.0,1108
Bodegas Asenjo & Manso,Silvanus Edicion Limitada Ribera del Duero,2015,4.4,25,Ribera del Duero,46.0,Ribera del Duero Tinto,5.0,3.0,1109
La Rioja Alta,Vina Ardanza Reserva,2009,4.3,10273,Rioja,24.38,Rioja Tinto,4.0,3.0,1110
La Rioja Alta,Vina Ardanza Reserva,2012,4.3,9092,Rioja,20.0,Rioja Tinto,4.0,3.0,1111
Familia Torres,San Valentin Parellada,2019,4.3,7401,Cataluna,6.95,D.O. Catalunya,2.0,3.0,1112
Abadia Retuerta,Seleccion Especial,2016,4.3,7293,Sardon de Duero,17.48,Tinto,4.0,3.0,1113
R. Lopez de Heredia,Vina Tondonia Reserva,2008,4.3,6521,Rioja,37.9,Rioja Tinto,4.0,3.0,1114
Pintia,Toro,2010,4.3,6345,Toro,79.75,Toro Tinto,5.0,3.0,1115
Abadia Retuerta,Seleccion Especial,2015,4.3,5152,Sardon de Duero,24.95,Tinto,4.0,3.0,1116
La Rioja Alta,Rioja Gran Reserva 904,2004,4.3,4994,Rioja,29.9,Rioja Tinto,4.0,3.0,1117
Dominio de Pingus,PSI,2018,4.3,4767,Ribera del Duero,29.13,Ribera del Duero Tinto,5.0,3.0,1118
Dominio de Pingus,PSI,2017,4.3,4457,Ribera del Duero,33.9,Ribera del Duero Tinto,5.0,3.0,1119
Muga,Seleccion Especial (Reserva),2015,4.3,4266,Rioja,28.0,Rioja Tinto,4.0,3.0,1120
Pago de Carraovejas,Tinto,2012,4.3,4023,Ribera del Duero,25.8,Ribera del Duero Tinto,3.0,3.0,1121
Emilio Moro,Malleolus,2016,4.3,3997,Ribera del Duero,37.86,Ribera del Duero Tinto,3.0,3.0,1122
Muga,Seleccion Especial (Reserva),2014,4.3,3829,Rioja,34.0,Rioja Tinto,4.0,3.0,1123
Matarromera,Ribera del Duero Reserva,2014,4.3,3660,Ribera del Duero,33.64,Ribera del Duero Tinto,3.0,3.0,1124
Matarromera,Ribera del Duero Reserva,2015,4.3,3620,Ribera del Duero,36.35,Ribera del Duero Tinto,3.0,3.0,1125
Muga,Prado Enea Gran Reserva,2006,4.3,3608,Rioja,35.5,Rioja Tinto,3.0,3.0,1126
Bodegas Mauro,Red,2017,4.3,3587,Castilla y Leon,66.75,Tinto,3.0,3.0,1127
Arzuaga,Ribera del Duero Crianza,2018,4.3,3524,Ribera del Duero,19.01,Ribera del Duero Tinto,3.0,3.0,1128
Hacienda Monasterio,Cosecha,2014,4.3,2990,Ribera del Duero,75.9,Ribera del Duero Tinto,3.0,3.0,1129
Emilio Moro,Malleolus,2017,4.3,2936,Ribera del Duero,38.05,Ribera del Duero Tinto,3.0,3.0,1130
Muga,Prado Enea Gran Reserva,2009,4.3,2923,Rioja,40.4,Rioja Tinto,3.0,3.0,1131
Familia Torres,Mas La Plana Cabernet Sauvignon,2013,4.3,2911,Penedes,63.33,Cabernet Sauvignon,4.0,3.0,1132
Aalto,Tinto,2012,4.3,2844,Ribera del Duero,26.9,Ribera del Duero Tinto,3.0,3.0,1133
Hacienda Monasterio,Cosecha,2015,4.3,2783,Ribera del Duero,34.95,Ribera del Duero Tinto,3.0,3.0,1134
Pago de Los Capellanes,Crianza Tinto,2018,4.3,2705,Ribera del Duero,24.5,Ribera del Duero Tinto,3.0,3.0,1135
Pintia,Toro,2007,4.3,2575,Toro,93.5,Toro Tinto,3.0,3.0,1136
Bodega Numanthia,Numanthia,2012,4.3,2453,Toro,99.9,Toro Tinto,3.0,3.0,1137
R. Lopez de Heredia,Vina Tondonia Reserva,2009,4.3,2423,Rioja,35.09,Rioja Tinto,3.0,3.0,1138
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2014,4.3,2341,Rioja,36.8,Rioja Tinto,3.0,3.0,1139
Pago de Los Capellanes,Reserva Tinto,2015,4.3,2295,Ribera del Duero,80.35,Ribera del Duero Tinto,4.0,3.0,1140
Bodega Numanthia,Numanthia,2014,4.3,2241,Toro,46.0,Toro Tinto,3.0,3.0,1141
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2015,4.3,2241,Rioja,50.41,Rioja Tinto,3.0,3.0,1142
Pintia,Toro,2009,4.3,2062,Toro,150.0,Toro Tinto,3.0,3.0,1143
Matsu,El Viejo,2016,4.3,2013,Toro,33.95,Toro Tinto,3.0,3.0,1144
Pago de Los Capellanes,Reserva Tinto,2014,4.3,1924,Ribera del Duero,48.6377226796774,Ribera del Duero Tinto,4.0,3.0,1145
Tomas Postigo,3er Ano Ribera del Duero Tinto,2016,4.3,1914,Ribera del Duero,27.29,Ribera del Duero Tinto,5.0,3.0,1146
Aalto,Tinto,2016,4.3,1884,Ribera del Duero,65.9,Ribera del Duero Tinto,5.0,3.0,1147
Bodegas San Roman,Tinto,2015,4.3,1846,Toro,33.66,Toro Tinto,5.0,3.0,1148
Bodegas San Roman,Tinto,2012,4.3,1824,Toro,190.0,Toro Tinto,5.0,3.0,1149
Familia Torres,Mas La Plana Cabernet Sauvignon,2015,4.3,1797,Penedes,55.0,Cabernet Sauvignon,4.0,3.0,1150
Bodegas San Roman,Tinto,2016,4.3,1749,Toro,26.9,Toro Tinto,5.0,3.0,1151
Bodega Numanthia,Numanthia,2015,4.3,1743,Toro,36.9,Toro Tinto,5.0,3.0,1152
Bodegas Valduero,Ribera del Duero Una Cepa I,2015,4.3,1645,Ribera del Duero,25.95,Ribera del Duero Tinto,5.0,3.0,1153
Pago de Los Capellanes,Reserva Tinto,2016,4.3,1638,Ribera del Duero,34.5,Ribera del Duero Tinto,5.0,3.0,1154
Imperial,Rioja Gran Reserva,2012,4.3,1615,Rioja,47.9,Rioja Tinto,4.0,3.0,1155
Alto Moncayo,Garnacha,2014,4.3,1544,Campo de Borja,36.94,Garnacha,5.0,3.0,1156
La Rioja Alta,Rioja Gran Reserva 904,1998,4.3,1528,Rioja,75.0,Rioja Tinto,4.0,3.0,1157
La Rioja Alta,Vina Arana Gran Reserva,2014,4.3,1525,Rioja,24.9,Rioja Tinto,4.0,3.0,1158
Remirez de Ganuza,Rioja Reserva,2006,4.3,1493,Rioja,58.0,Rioja Tinto,4.0,3.0,1159
La Rioja Alta,Vina Arana Gran Reserva,2012,4.3,1471,Rioja,32.55,Rioja Tinto,4.0,3.0,1160
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2018,4.3,1465,Ribera del Duero,26.9,Ribera del Duero Tinto,5.0,3.0,1161
Gonzalez-Byass,Matusalem Sherry VORS,N.V.,4.3,1452,Jerez Oloroso,63.34,Jerez,4.0,3.0,1162
Marques de Vargas,Reserva Privada Rioja,2014,4.3,1367,Rioja,37.9,Rioja Tinto,4.0,3.0,1163
Bodegas Valduero,Ribera del Duero Una Cepa I,2014,4.3,1362,Ribera del Duero,46.95,Ribera del Duero Tinto,5.0,3.0,1164
Bodegas Roda,Roda I Reserva Rioja,2008,4.3,1330,Rioja,39.22,Rioja Tinto,4.0,3.0,1165
Luis Canas,Reserva Seleccion de la Familia,2016,4.3,1282,Rioja,18.5,Rioja Tinto,4.0,3.0,1166
Gonzalez-Byass,Apostoles 30 Years Old Sherry,N.V.,4.3,1247,Jerez Palo Cortado,74.0,Jerez,4.0,3.0,1167
Vinicola Real,200 Monges Rioja Reserva,2010,4.3,1230,Rioja,35.0,Rioja Tinto,4.0,3.0,1168
Tinto Pesquera,Reserva,2016,4.3,1230,Ribera del Duero,26.7597646010531,Ribera del Duero Tinto,5.0,3.0,1169
Belondrade,Belondrade y Lurton,2015,4.3,1230,Rueda,32.7,Verdejo,3.0,3.0,1170
Ossian,Vinas Viejas Verdejo,2016,4.3,1181,Castilla y Leon,49.0,Verdejo,3.0,3.0,1171
Teso La Monja,Victorino,2014,4.3,1178,Toro,38.0,Toro Tinto,5.0,3.0,1172
Garmon,Ribera del Duero,2016,4.3,1119,Ribera del Duero,33.59,Ribera del Duero Tinto,5.0,3.0,1173
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,4.3,1118,Rioja,94.95,Rioja Tinto,4.0,3.0,1174
Marques de Caceres,Gaudium,2012,4.3,1116,Rioja,36.91,Rioja Tinto,4.0,3.0,1175
Volver,Triga,2014,4.3,1114,Alicante,30.67,Tinto,4.0,3.0,1176
Vinedos de Paganos,El Puntido,2014,4.3,1067,Rioja,86.15,Rioja Tinto,4.0,3.0,1177
Williams & Humbert,Don Guido Pedro Ximenez Solera Especial Aged 20 Years,N.V.,4.3,1057,Jerez-Xeres-Sherry,32.9,Pedro Ximenez,5.0,1.0,1178
Luis Canas,Reserva Seleccion de la Familia,2014,4.3,1022,Rioja,17.07,Rioja Tinto,4.0,3.0,1179
Pago de Los Capellanes,Crianza Tinto,2019,4.3,1011,Ribera del Duero,19.45,Ribera del Duero Tinto,5.0,3.0,1180
Marques de Riscal,Rioja Gran Reserva,2013,4.3,995,Rioja,39.9,Rioja Tinto,4.0,3.0,1181
Tresmano - Tr3smano,Vendimia,2016,4.3,930,Ribera del Duero,28.65,Ribera del Duero Tinto,5.0,3.0,1182
Vinedos de Paganos,El Puntido,2015,4.3,929,Rioja,33.82,Rioja Tinto,4.0,3.0,1183
Marques de Murrieta,Dalmau Rioja,2012,4.3,916,Rioja,67.95,Rioja Tinto,4.0,3.0,1184
Marques de Murrieta,Dalmau Rioja,2013,4.3,912,Rioja,60.95,Rioja Tinto,4.0,3.0,1185
